"157","25","1512","2013-03-06 23:57:57"
"158","96","174","1992-10-25 16:18:45"
"159","54","610","1992-01-08 08:58:35"
"160","33","1441","2023-10-29 13:02:20"
"161","68","1005","1970-04-26 22:34:40"
"162","98","1859","1970-06-04 13:20:48"
"163","45","1162","1975-07-24 08:19:15"
"164","75","212","2014-04-17 00:48:25"
"165","4","270","2013-03-15 06:05:19"
"166","21","637","1984-03-03 10:34:53"
"167","33","208","1990-02-16 19:17:31"
"168","92","669","2021-04-07 15:29:13"
"169","31","1001","1976-12-01 19:25:43"
"170","14","483","1977-11-09 22:23:40"
"171","47","399","2025-07-17 14:11:08"
"172","35","840","2013-08-28 22:22:37"
"173","3","141","2015-08-16 13:17:37"
"174","10","320","1994-06-11 19:53:59"
"175","6","989","2023-01-08 01:09:11"
"176","5","32","2014-07-16 00:30:27"
"177","13","1760","2020-12-07 12:29:39"
"178","45","637","1971-06-04 06:39:01"
"179","44","444","1974-12-31 16:20:17"
"180","51","952","1993-01-13 10:50:03"
"181","16","227","1997-04-16 19:56:31"
"182","76","1630","1986-03-05 08:06:58"
"183","2","1209","1975-07-14 01:20:10"
"184","33","1907","1970-09-26 11:19:31"
"185","15","1409","2022-03-20 17:59:06"
"186","45","808","1979-09-20 22:26:13"
"187","83","1438","2016-12-13 19:58:46"
"188","33","275","2010-01-18 01:03:31"
"189","51","684","2000-04-15 02:00:31"
"190","58","1495","1999-04-02 17:33:56"
"191","33","82","2000-10-15 00:35:13"
"192","44","119","1989-12-21 05:56:27"
"193","58","929","1977-03-02 18:40:07"
"194","70","1925","1972-11-01 14:44:26"
"195","14","1041","1993-11-03 15:25:35"
"196","81","1736","2007-12-22 20:08:20"
"197","45","600","2019-11-10 00:21:48"
"198","71","831","2006-02-22 11:48:53"
"199","48","608","1996-05-06 23:47:01"
"200","81","1754","2011-01-05 05:02:03"
"201","30","1002","2002-08-13 03:05:54"
"202","92","1794","1974-07-16 23:29:21"
"203","30","1194","2001-12-23 18:05:50"
"204","2","1597","2012-08-03 10:55:09"
"205","54","744","2017-03-10 16:28:59"
"206","36","696","2017-12-15 15:37:58"
"207","87","276","2013-09-02 18:06:21"
"208","82","459","1988-12-09 08:52:33"
"209","91","684","2020-12-06 20:11:26"
"210","97","350","1972-01-22 01:27:52"
"211","32","1254","1970-11-14 03:14:47"
"212","50","1355","2005-01-26 09:40:48"
"213","55","768","1974-03-21 15:42:26"
"214","36","738","2003-11-05 11:18:07"
"215","36","1117","1977-06-26 01:19:39"
"216","19","1036","1973-01-24 06:44:03"
"217","99","424","1976-07-23 11:39:47"
"218","58","1165","1971-02-23 06:09:21"
"219","85","1309","2021-08-21 03:21:24"
"220","87","460","2015-12-09 09:22:35"
"221","78","779","1992-09-06 12:45:22"
"222","74","1073","1978-07-06 01:22:30"
"223","97","584","2022-07-10 00:12:35"
"224","79","810","2008-10-23 07:43:59"
"225","21","1462","1973-06-06 16:42:50"
"226","44","1588","2016-08-28 04:52:58"
"227","97","1761","2012-09-30 07:30:02"
"228","92","1876","1994-03-02 05:04:13"
"229","35","1088","1980-05-24 05:59:55"
"230","90","339","1985-04-29 03:34:36"
"231","31","316","1971-08-24 01:37:32"
"232","76","455","1989-10-08 21:29:48"
"233","31","661","2003-07-27 17:42:45"
"234","95","1410","2018-07-08 11:47:04"
"235","94","158","1977-02-02 15:10:25"
"236","46","1377","2006-09-25 03:05:19"
"237","52","1226","1974-09-24 19:12:24"
"238","87","1278","2011-11-09 07:08:07"
"239","94","1910","2014-03-02 10:33:07"
"240","77","562","1973-11-27 04:07:23"
"241","83","1140","1987-07-13 08:31:57"
"242","77","178","2018-11-16 16:52:36"
"243","17","914","1973-09-12 13:05:28"
"244","24","1268","2006-03-25 14:49:01"
"245","66","1532","2012-06-19 23:52:52"
"246","62","1868","2021-09-25 05:22:51"
"247","13","1127","1987-11-13 03:01:14"
"248","1","1579","2024-06-12 22:39:15"
"249","60","1364","1990-05-17 18:29:54"
"250","32","1828","1984-09-18 13:51:57"
"251","66","1333","2009-03-09 04:22:22"
"252","53","1228","2002-02-15 19:35:02"
"253","53","1893","2009-06-04 14:30:30"
"254","93","355","2006-07-27 09:44:41"
"255","27","212","1978-01-14 02:33:40"
"256","65","585","1992-11-15 03:41:15"
"257","49","1466","1990-07-28 23:59:36"
"258","65","908","2000-12-18 02:09:17"
"259","19","1484","2013-10-15 13:45:36"
"260","4","1216","2016-04-02 14:44:31"
"261","22","1094","2020-12-11 17:48:15"
"262","46","1937","2003-09-25 02:33:12"
"263","25","24","2000-09-15 06:27:13"
"264","6","764","2019-01-27 22:22:50"
"265","40","1885","2024-12-30 23:34:33"
"266","95","1165","2009-12-08 21:22:18"
"267","17","78","2002-03-27 10:08:48"
"268","14","1503","1999-04-14 22:24:47"
"269","28","1831","2004-05-03 19:27:09"
"270","60","842","1981-01-31 04:34:42"
"271","69","1064","1988-06-30 05:51:22"
"272","95","210","1972-10-02 15:09:11"
"273","57","959","2022-10-13 13:26:03"
"274","83","1471","2019-08-22 21:25:23"
"275","53","582","2018-07-13 17:50:07"
"276","37","1512","1980-02-15 14:19:08"
"277","18","818","1976-07-06 13:10:54"
"278","70","450","2009-11-14 08:38:51"
"279","81","2","2014-06-21 06:09:46"
"280","3","1142","1978-11-15 04:13:28"
"281","63","694","1990-12-22 16:00:14"
"282","3","1118","2022-07-08 09:52:31"
"283","60","1430","1980-11-29 20:42:32"
"284","22","1053","2012-10-04 00:50:05"
"285","13","225","2005-10-06 22:33:53"
"286","38","1227","1999-01-23 00:06:29"
"287","99","1816","1998-05-10 21:25:30"
"288","39","406","1975-01-25 05:10:49"
"289","95","1254","2008-08-15 17:01:38"
"290","26","520","2003-12-29 04:39:17"
"291","2","349","1981-03-28 11:55:18"
"292","9","1086","2003-04-24 11:02:02"
"293","80","1405","1988-10-20 22:04:14"
"294","63","427","2014-04-10 01:44:54"
"295","24","1472","2009-08-02 00:08:15"
"296","87","606","1971-11-19 11:26:51"
"297","51","1618","1985-12-14 20:49:37"
"298","82","272","2019-02-02 05:56:14"
"299","22","221","2014-06-11 20:02:42"
"300","64","306","2012-09-24 19:38:16"
"301","5","744","2016-05-18 14:49:07"
"302","81","423","1988-03-24 18:42:05"
"303","12","1357","1997-02-02 10:38:10"
"304","3","838","1991-05-09 21:17:11"
"305","13","1405","1992-05-23 12:09:48"
"306","56","1487","2017-09-30 07:02:42"
"307","96","1893","1997-07-06 21:00:04"
"308","82","1227","2018-01-15 15:07:57"
"309","9","1357","1991-11-10 07:58:53"
"310","11","726","1992-04-10 11:11:03"
"311","83","1840","1990-10-08 14:00:58"
"312","40","990","1987-03-15 19:59:07"
"313","5","808","2010-10-25 04:48:44"
"314","11","1362","1998-05-19 18:20:19"
"315","76","1271","1997-10-12 17:37:26"
"316","67","703","2003-12-01 16:47:55"
"317","77","1430","1990-12-08 02:14:03"
"318","23","1681","2017-12-30 03:57:38"
"319","76","515","2006-12-01 23:42:05"
"320","54","444","1981-06-13 08:11:01"
"321","97","985","2017-07-30 19:56:37"
"322","49","401","1988-10-19 18:47:51"
"323","41","1551","2024-01-03 02:46:18"
"324","17","391","1978-12-04 09:41:55"
"325","7","1891","1976-12-03 01:01:39"
"326","64","158","2005-05-30 00:00:53"
"327","97","1760","1993-10-18 21:48:31"
"328","88","1464","1984-03-20 02:08:38"
"329","72","956","1984-05-14 20:02:49"
"330","84","1163","2003-01-08 14:38:20"
"331","52","548","1972-04-20 02:38:07"
"332","89","713","2016-01-05 12:16:27"
"333","29","547","2008-09-15 15:57:55"
"334","28","1152","1975-03-30 12:12:35"
"335","64","1695","1996-03-26 05:41:42"
"336","64","1323","2024-05-26 00:50:16"
"337","32","1380","1977-06-09 02:42:23"
"338","24","1113","1994-01-14 21:02:00"
"339","10","355","1982-02-01 19:23:41"
"340","49","1840","2021-06-01 22:55:02"
"341","13","1245","2007-09-10 16:49:04"
"342","52","1887","2000-12-07 01:02:04"
"343","18","1830","1970-03-05 22:45:41"
"344","22","134","2023-10-25 16:02:16"
"345","54","464","2002-06-06 12:40:19"
"346","11","574","1994-12-27 00:48:40"
"347","5","1861","2012-08-26 22:59:10"
"348","13","1588","1985-10-05 06:55:25"
"349","13","443","1991-04-23 03:31:48"
"350","32","1862","1979-06-30 11:18:06"
"351","97","1520","2002-08-31 23:34:02"
"352","79","89","1974-06-30 00:33:35"
"353","16","276","1996-09-29 18:50:46"
"354","7","1270","2009-04-25 00:00:39"
"355","80","356","2015-12-14 09:05:02"
"356","83","1826","2003-02-21 23:47:10"
"357","58","1907","2015-08-06 08:03:08"
"358","83","1536","1979-07-15 10:58:37"
"359","60","1554","1990-10-15 09:32:24"
"360","27","969","2011-06-17 22:21:27"
"361","8","1336","1981-10-30 21:02:27"
"362","29","944","2025-06-04 23:43:40"
"363","6","1172","1989-01-17 16:50:26"
"364","83","339","1984-05-19 20:30:17"
"365","86","458","1987-06-03 04:39:15"
"366","31","880","1975-09-29 09:57:07"
"367","93","1960","1980-09-20 13:53:22"
"368","95","281","1987-11-22 11:52:55"
"369","23","1859","2008-07-10 07:21:40"
"370","47","1134","2016-10-25 06:11:04"
"371","97","402","1989-07-03 23:52:56"
"372","70","1599","2001-04-29 06:35:13"
"373","38","1595","2011-09-28 17:19:32"
"374","80","1729","2021-04-10 00:18:59"
"375","38","672","2004-07-27 22:59:57"
"376","50","192","1992-06-04 19:31:38"
"377","77","1466","1996-02-11 06:09:08"
"378","29","1588","2022-02-10 08:44:00"
"379","84","1572","1980-05-17 21:40:53"
"380","15","1170","2009-12-02 13:53:41"
"381","62","1093","2008-10-15 08:42:26"
"382","41","1783","2013-11-13 00:05:38"
"383","86","1270","1977-08-29 02:45:14"
"384","20","1738","1982-04-18 02:54:55"
"385","31","1726","2010-08-07 07:52:13"
"386","98","184","2023-02-04 16:17:28"
"387","28","744","1982-05-22 03:55:39"
"388","68","180","2010-10-07 00:27:54"
"389","44","1981","1987-04-05 23:24:46"
"390","42","1968","1993-04-23 02:44:30"
"391","5","391","1975-04-15 15:48:07"
"392","58","12","1971-12-21 17:07:56"
"393","32","1240","1993-01-09 03:27:11"
"394","10","349","1973-01-04 12:34:53"
"395","52","1216","2014-07-10 05:36:55"
"396","61","369","2008-06-07 20:35:00"
"397","29","1616","1973-07-31 08:27:18"
"398","62","439","1995-05-30 05:28:51"
"399","28","1857","2017-08-31 18:57:41"
"400","53","540","1970-12-23 17:56:11"
"401","98","516","1980-02-20 05:25:57"
"402","64","339","2024-05-31 09:32:56"
"403","10","9","2008-04-30 13:03:48"
"404","38","401","2009-03-28 02:33:30"
"405","32","1436","1987-10-16 08:19:01"
"406","42","810","2013-01-02 03:06:31"
"407","83","844","1991-05-11 02:41:44"
"408","78","594","1988-05-20 22:39:32"
"409","66","1893","2011-12-11 13:15:59"
"410","55","676","1996-03-24 09:00:05"
"411","5","349","1974-11-28 14:14:54"
"412","5","180","2020-07-12 06:37:57"
"413","39","391","1986-01-28 23:33:53"
"414","98","537","2020-11-08 21:29:48"
"415","8","9","1996-11-27 04:23:04"
"416","89","166","2011-04-27 07:13:23"
"417","24","1938","1980-06-08 18:57:47"
"418","73","612","2015-06-08 13:03:18"
"419","75","1905","1992-01-27 23:44:22"
"420","35","689","2021-11-15 11:42:34"
"421","38","503","1974-03-12 01:51:13"
"422","33","1165","1973-05-10 23:46:16"
"423","9","580","2009-07-04 09:16:52"
"424","12","479","2005-12-03 01:09:09"
"425","34","1265","1975-08-23 15:49:45"
"426","23","1650","1992-06-26 07:45:56"
"427","62","713","1988-05-06 16:35:20"
"428","35","1416","1997-06-14 04:54:01"
"429","57","216","1998-07-23 17:06:12"
"430","64","1004","1982-03-18 16:39:35"
"431","14","1208","2018-04-01 08:26:44"
"432","95","775","1971-04-10 13:28:11"
"433","32","156","1980-03-21 15:18:23"
"434","56","451","1989-02-07 20:55:05"
"435","31","69","2000-11-20 20:31:59"
"436","34","1930","1982-11-16 08:27:24"
"437","13","914","2004-02-01 13:56:48"
"438","40","1093","1999-11-02 03:36:24"
"439","23","867","2003-04-03 19:44:12"
"440","98","262","1989-01-18 02:06:02"
"441","73","918","2015-05-27 11:19:17"
"442","87","386","2001-05-25 22:37:15"
"443","50","1643","2014-04-21 19:23:44"
"444","90","1552","2010-07-18 06:34:17"
"445","49","666","1985-05-26 11:34:29"
"446","16","1380","1988-03-23 07:19:50"
"447","81","978","2023-11-27 13:11:01"
"448","89","1734","1977-09-16 05:42:17"
"449","60","274","2012-07-09 01:45:10"
"450","80","1775","2003-12-24 07:03:36"
"451","79","32","2014-10-09 12:20:44"
"452","74","666","2023-06-01 22:58:46"
"453","66","1672","1972-07-07 08:42:53"
"454","45","1818","1979-12-17 00:07:36"
"455","23","1310","1979-04-29 10:30:12"
"456","1","220","2007-09-18 18:28:50"
"457","98","803","1988-03-08 22:46:48"
"458","23","649","1970-09-29 21:28:49"
"459","83","99","2017-08-02 12:09:15"
"460","20","759","2025-04-11 02:46:30"
"461","57","1394","1988-02-05 12:11:01"
"462","4","112","2022-11-18 12:10:36"
"463","12","1635","2017-07-29 18:38:31"
"464","63","1317","1988-05-28 17:55:20"
"465","7","874","2018-01-13 16:39:43"
"466","25","793","1987-09-03 20:07:22"
"467","7","1460","2001-07-04 11:19:59"
"468","83","1882","1980-12-20 10:00:32"
"469","93","351","1985-11-05 19:53:14"
"470","56","1968","1982-07-02 21:37:09"
"471","41","1467","1974-06-01 23:05:43"
"472","57","726","1981-11-05 01:21:03"
"473","50","673","1985-11-09 13:48:50"
"474","58","425","2020-02-20 21:51:39"
"475","10","1145","1972-11-22 21:23:27"
"476","98","463","1977-10-05 03:08:30"
"477","63","974","2023-02-17 07:19:29"
"478","29","299","2024-07-24 09:16:48"
"479","70","630","2004-12-18 12:07:31"
"480","87","1085","2008-05-11 20:17:05"
"481","22","1292","1982-04-06 13:20:07"
"482","96","1278","1986-03-30 14:19:48"
"483","38","1369","1990-11-25 22:27:56"
"484","4","764","2006-02-25 07:57:46"
"485","94","479","1979-04-04 14:30:45"
"486","1","286","1978-09-15 04:39:45"
"487","75","129","1989-10-17 21:23:17"
"488","87","1183","1994-06-08 20:12:23"
"489","54","1098","2025-01-22 14:03:05"
"490","46","1928","2015-01-16 01:16:48"
"491","50","1885","2025-04-22 18:52:54"
"492","97","809","1985-02-01 15:59:28"
"493","59","789","1991-03-03 09:06:01"
"494","18","1680","1973-08-14 02:13:25"
"495","47","1074","2008-05-17 02:05:55"
"496","23","24","2015-08-28 22:58:40"
"497","25","1662","2005-09-09 01:56:57"
"498","63","221","2007-03-08 22:14:02"
"499","87","350","1995-08-05 22:07:25"
"500","57","694","2020-08-04 08:07:31"
"501","90","141","1976-05-04 16:31:53"
"502","8","1487","2009-03-21 12:52:38"
"503","90","1170","1989-07-14 08:31:15"
"504","60","349","1976-11-20 03:47:05"
"505","36","1290","1973-12-09 03:52:47"
"506","66","1382","2011-11-27 15:15:48"
"507","16","1996","2011-06-22 07:07:38"
"508","95","257","1970-03-06 04:04:16"
"509","32","254","1992-05-23 00:52:14"
"510","87","1846","2015-12-07 03:40:11"
"511","11","1402","1980-06-25 04:09:36"
"512","45","1293","2013-09-09 03:27:37"
"513","96","402","1997-05-14 20:09:14"
"514","53","1959","2012-01-14 14:08:03"
"515","13","1718","1977-12-10 05:05:52"
"516","99","1650","2019-02-06 22:36:05"
"517","90","1667","1976-03-18 12:06:01"
"518","7","391","2018-08-10 23:44:48"
"519","16","926","2018-12-28 11:41:09"
"520","90","608","2019-05-14 06:23:07"
"521","60","1472","1980-11-17 13:01:37"
"522","93","899","1981-12-02 02:11:49"
"523","37","439","1998-05-03 00:00:31"
"524","23","134","1998-02-13 09:05:36"
"525","94","689","1981-05-26 02:07:25"
"526","54","1838","2019-01-22 07:11:09"
"527","5","1656","2002-01-26 19:47:48"
"528","15","195","2024-06-26 07:20:53"
"529","24","777","2011-05-03 00:21:20"
"530","48","1914","1999-01-13 08:51:35"
"531","3","1875","2011-02-04 17:02:32"
"532","21","355","2001-03-24 14:15:09"
"533","51","1753","1977-08-19 02:22:00"
"534","9","1229","1989-09-03 19:50:29"
"535","33","1250","1989-09-16 01:52:41"
"536","44","382","1998-10-15 06:38:33"
"537","38","1245","1972-06-13 02:41:21"
"538","37","738","2025-05-24 12:47:43"
"539","83","769","1985-12-06 17:42:50"
"540","76","1629","1975-05-22 00:05:49"
"541","46","952","2020-10-28 05:46:25"
"542","66","1390","2015-09-27 00:53:33"
"543","82","770","1982-10-21 14:41:38"
"544","19","192","2015-07-10 02:59:45"
"545","27","1648","1978-03-25 11:31:58"
"546","61","1022","1979-08-13 19:49:14"
"547","61","1938","1985-12-07 05:09:48"
"548","40","1355","1979-09-19 11:56:38"
"549","74","1141","2005-07-30 16:51:34"
"550","56","1382","1991-04-01 23:15:56"
"551","7","849","2004-06-15 22:09:33"
"552","57","1962","1997-01-16 12:51:07"
"553","83","612","1975-03-04 09:24:19"
"554","24","376","2004-06-22 11:33:08"
"555","50","1007","1979-10-16 19:10:22"
"556","84","1765","1978-08-03 19:25:15"
"557","80","1635","2004-07-24 01:02:43"
"558","83","1808","2009-08-20 14:15:30"
"559","75","1532","2015-05-24 22:15:08"
"560","5","1835","2015-01-28 18:09:28"
"561","21","1544","2016-08-13 13:55:23"
"562","72","86","2003-08-15 19:05:24"
"563","15","1404","1994-07-26 14:27:50"
"564","10","492","2021-10-28 04:27:51"
"565","46","1363","2013-12-12 06:12:20"
"566","16","1352","1975-08-07 00:04:06"
"567","62","1363","2011-02-03 11:38:38"
"568","53","1662","1973-05-15 06:07:17"
"569","90","1873","2006-09-04 10:14:29"
"570","46","1995","1982-08-19 08:10:19"
"571","16","829","2008-08-07 03:20:21"
"572","9","1580","2016-09-26 22:42:28"
"573","66","915","1988-02-16 18:15:26"
"574","13","757","1975-01-14 12:11:00"
"575","19","850","2003-12-21 09:11:42"
"576","39","1828","2021-03-06 18:48:27"
"577","22","634","1976-11-14 02:52:25"
"578","50","1472","1972-06-05 13:08:29"
"579","62","1892","1998-05-30 09:31:14"
"580","28","1868","2019-03-18 15:23:49"
"581","48","580","2008-02-06 21:09:26"
"582","16","1965","1972-08-28 15:56:09"
"583","49","585","1979-03-19 12:19:32"
"584","38","1930","1992-09-22 01:08:49"
"585","75","1386","1998-08-25 05:38:34"
"586","97","1117","2001-04-08 05:58:51"
"587","44","1511","2004-02-11 03:01:18"
"588","58","1209","1994-06-06 01:53:18"
"589","22","717","1979-09-04 08:13:21"
"590","52","166","1982-10-06 14:25:10"
"591","35","78","2016-08-24 21:14:04"
"592","73","362","2022-02-28 08:24:53"
"593","34","272","2025-01-10 17:59:25"
"594","52","1775","1983-11-02 02:51:16"
"595","82","1141","1981-10-05 17:51:45"
"596","76","901","1992-03-06 01:34:31"
"597","12","451","1988-03-17 11:57:35"
"598","15","1258","1987-02-26 06:31:15"
"599","64","450","2017-02-09 17:54:50"
"600","24","1429","1970-10-31 03:54:15"
"601","4","425","2018-12-26 22:42:46"
"602","53","589","2012-12-05 09:04:18"
"603","23","558","2008-05-12 17:38:54"
"604","19","926","2016-02-02 03:05:53"
"605","83","750","1983-08-21 16:27:58"
"606","83","757","2024-07-10 03:27:35"
"607","49","565","2004-02-11 13:20:25"
"608","42","1416","2024-02-06 16:57:18"
"609","48","464","1996-12-29 06:09:21"
"610","31","1306","1978-11-16 00:54:36"
"611","59","1774","1989-12-20 05:18:47"
"612","64","1170","2021-12-14 19:12:50"
"613","25","1718","1993-01-13 11:40:48"
"614","28","1876","1987-10-02 18:34:23"
"615","28","735","2001-03-28 02:42:53"
"616","76","707","2009-11-14 10:13:43"
"617","78","834","1973-02-21 20:34:57"
"618","33","1823","1992-11-03 00:52:20"
"619","57","1326","2005-10-10 16:43:05"
"620","8","915","1989-12-29 22:34:34"
"621","71","1049","2010-08-01 14:51:41"
"622","96","752","1993-11-21 07:55:28"
"623","96","1809","1980-11-24 05:59:03"
"624","74","1259","2009-02-12 13:01:04"
"625","56","637","2011-11-05 13:22:13"
"626","14","1973","1971-12-21 10:08:28"
"627","43","567","2018-05-21 05:17:17"
"628","50","1125","1986-05-22 22:22:08"
"629","60","457","1986-06-13 15:56:58"
"630","49","1324","2006-10-02 00:43:58"
"631","32","1071","1996-06-21 10:59:05"
"632","27","1893","2017-11-10 00:32:25"
"633","69","1448","1977-05-06 05:58:36"
"634","54","497","1987-04-25 11:33:13"
"635","3","609","1997-07-29 01:04:48"
"636","52","707","1976-11-05 18:16:06"
"637","67","825","2007-01-20 01:53:05"
"638","41","1127","1992-10-12 08:43:23"
"639","73","1007","2015-10-14 12:48:36"
"640","43","1011","1983-04-26 22:42:29"
"641","23","1564","2012-04-28 20:15:45"
"642","1","1181","2024-03-16 22:25:16"
"643","60","853","1988-12-19 05:25:04"
"644","38","150","1976-10-12 17:49:09"
"645","26","1227","1987-10-02 20:57:02"
"646","33","769","2007-08-24 01:30:12"
"647","6","1528","2016-03-14 20:42:45"
"648","38","1960","1971-04-19 15:21:58"
"649","6","1130","1995-04-11 09:01:20"
"650","51","414","2002-10-04 17:44:58"
